f150_descripcion;f120_referencia;f121_id_barras_principal;f120_descripcion;f117_descripcion_color;f121_id_ext1_detalle;f121_id_ext2_detalle;CATEGORIA;LINEA;MARCA;COLECCION;SECTOR;f400_fecha_ult_entrada;f400_fecha_ult_salida;f400_cant_existencia_1;f400_cant_comprometida_1;f400_cant_pendiente_salir_1;FECHA MINIMA ENTRADA;FECHA MAXIMA ENTRADA;FECHA MINIMA SALIDA;FECHA MAXIMA SALIDA
INSUMOS;IS290050                                          ;N/A;MARQUILLA RS AND COMFY SUP;GENERICO;GEN                 ;XS                  ;N/A;N/A;N/A;NA;N/A;18/07/2025;22/07/2025;4228;0;391;NULL;NULL;NULL;NULL
INSUMOS;IS290050                                          ;N/A;MARQUILLA RS AND COMFY SUP;GENERICO;GEN                 ;XXS                 ;N/A;N/A;N/A;NA;N/A;22/06/2023;NULL;382;0;0;NULL;NULL;NULL;NULL
INSUMOS;IE230036                                          ;N/A;ETIQUETA RS AND COMFY;GENERICO;GEN                 ;GEN                 ;N/A;N/A;N/A;JUNIO RAGGED 2023;N/A;28/07/2025;22/07/2025;17400;0;2170;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF13120506                                        ;7706718488552;BLUSA GLAMOUR;BLANCO CRUDO;101;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;NOVIEMBRE RAGGED C1 2021;CAMISETA MANGA 3/4                      ;12/08/2024;06/03/2025;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF13120506                                        ;7706718570530;BLUSA GLAMOUR;ROSADO PALO DE ROSA;685;S                   ;RAGGED;CAMISETA;RAGGED                                  ;NOVIEMBRE RAGGED C1 2021;CAMISETA MANGA 3/4                      ;21/05/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120507                                        ;7706718488804;TOP ATENEA;COBRE;220;S                   ;RAGGED;CAMISETA;RAGGED                                  ;ECOMMERCE PROMO SEPTIEMBRE 2022;CAMISETA  DE TIRA                       ;28/07/2023;11/12/2021;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF11112264                                        ;7706718487708;BLUSA MINDY;ROJO PERSA;612;S                   ;TRENDS;CAMISA;RAGGED                                  ;PROMO AB 2022;CAMISA MANGA CORTA                      ;11/02/2025;NULL;2;0;0;NULL;NULL;NULL;NULL
RIONEGRO;PF31320209                                        ;7706718488064;FALDA ANIKA;AMARILLO MOSTAZA;702;8;RAGSTYLE;FALDA;RAGSTYLE                                ;PROMOCION RAGSTYLE SEPTIEMBRE;FALDA LARGA                             ;06/04/2022;19/05/2025;3;0;0;6/04/2022;6/04/2022;6/04/2022;6/04/2022
CONSIGNACION CAROLINA MACHADO;PF31112476                                        ;7706718489658;BLUSA BOSNIA;NEGRO;1;S                   ;RAGSTYLE;CAMISA;RAGSTYLE                                ;PROMO RAGSTYLE JULIO AGOSTO 2021;CAMISA MANGA CORTA                      ;21/05/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF31120968                                        ;7706718489023;CAMISETA TROPICAL;AZUL OSCURO;401;S                   ;RAGSTYLE;CAMISETA;RAGSTYLE                                ;PROMO RAGSTYLE JULIO AGOSTO 2021;CAMISETA MANGA CORTA                    ;21/05/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
NUESTRO URABA;PF11511040                                        ;7706718490159;VESTIDO MESTRE;ROJO OSCURO;601;S                   ;TRENDS;VESTIDO;RAGGED                                  ;PROMO AB 2022;VESTIDO CORTO DE TIRAS                  ;28/09/2021;24/10/2021;1;0;0;28/09/2021;28/09/2021;28/09/2021;28/09/2021
CONSIGNACION CAROLINA MACHADO;PF13120513                                        ;7706718490470;TOP GENOVA;AZUL CLARO;450;M                   ;RAGGED;CAMISETA;RAGGED                                  ;PROMO AB 2022;CAMISETA MANGA CORTA                    ;01/11/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF11112267                                        ;7706718491835;BLUSA BERLIN;CALIDAD TIPO B;0;S                   ;TRENDS;CAMISA;RAGGED                                  ;PROMO AB 2022;CAMISA MANGA LARGA                      ;29/02/2024;26/04/2024;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF11112267                                        ;7706718491880;BLUSA BERLIN;BLANCO;100;S                   ;TRENDS;CAMISA;RAGGED                                  ;PROMO AB 2022;CAMISA MANGA LARGA                      ;04/06/2024;04/06/2024;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF31510910                                        ;7706718492016;VESTIDO CRETA;AZUL TURQUESA;440;M                   ;RAGSTYLE;VESTIDO;RAGSTYLE                                ;PROMOCION RAGSTYLE SEPTIEMBRE;VESTIDO CORTO MANGA CORTA               ;28/05/2024;28/05/2024;1;0;0;NULL;NULL;NULL;NULL
GUAYABAL 2;PF31510910                                        ;7706718492061;VESTIDO CRETA;ROJO PERSA;612;S                   ;RAGSTYLE;VESTIDO;RAGSTYLE                                ;PROMOCION RAGSTYLE SEPTIEMBRE;VESTIDO CORTO MANGA CORTA               ;24/10/2022;02/11/2024;1;0;0;30/09/2022;24/10/2022;30/09/2022;30/09/2022
TERMINAL DEL NORTE;PF31510910                                        ;7706718491989;VESTIDO CRETA;CALIDAD TIPO B;0;S                   ;RAGSTYLE;VESTIDO;RAGSTYLE                                ;PROMOCION RAGSTYLE SEPTIEMBRE;VESTIDO CORTO MANGA CORTA               ;10/02/2025;21/05/2025;1;0;0;17/11/2021;10/02/2025;17/11/2021;17/11/2021
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF11112268                                        ;7706718492146;BLUSA ANTONIA;BLANCO CRUDO;101;M                   ;TRENDS;CAMISA;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;CAMISA MANGA LARGA                      ;30/09/2022;05/12/2022;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF12320137                                        ;7706718493693;FALDA PRAGA;BLANCO CRUDO;101;6;GLAM WORDS;FALDA;RAGGED                                  ;AGOSTO C4 RAGGED 2021;FALDA LARGA                             ;11/02/2025;03/10/2024;2;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF12320137                                        ;7706718493693;FALDA PRAGA;BLANCO CRUDO;101;6;GLAM WORDS;FALDA;RAGGED                                  ;AGOSTO C4 RAGGED 2021;FALDA LARGA                             ;06/11/2024;11/02/2025;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF11320395                                        ;7706718493792;FALDA SUNTROPEZ;ROSADO PALO DE ROSA;685;10;TRENDS;FALDA;RAGGED                                  ;ECOMMERCE PROMO SEPTIEMBRE 2022;FALDA LARGA                             ;04/11/2023;NULL;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF13120505                                        ;7706718495239;CAMISETA VOLATIL;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGSTYLE                                ;PROMO ESPECIAL JULIO 2022;CAMISETA MANGA CORTA                    ;01/11/2024;12/06/2025;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120505                                        ;7706718495253;CAMISETA VOLATIL;BLANCO CRUDO;101;XS                  ;RAGGED;CAMISETA;RAGSTYLE                                ;PROMO ESPECIAL JULIO 2022;CAMISETA MANGA CORTA                    ;17/08/2022;23/08/2022;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF11511044                                        ;7706718498643;VESTIDO MARTINA RAYA;AZUL OSCURO;401;XS                  ;RAGGED;VESTIDO;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;VESTIDO CORTO MANGA SISA                ;06/11/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF11511044                                        ;7706718498612;VESTIDO MARTINA RAYA;AZUL OSCURO;401;M                   ;RAGGED;VESTIDO;RAGGED                                  ;PROMO TEMPORADA ENERO 2022;VESTIDO CORTO MANGA SISA                ;21/05/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF13120524                                        ;7706718498759;BODY TAMARA;BLANCO CRUDO;101;S                   ;RAGGED;BODY;RAGGED                                  ;DICIEMBRE RAGGED C2 2021;BODY                                    ;28/01/2022;25/03/2022;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF13120524                                        ;7706718498735;BODY TAMARA;BLANCO CRUDO;101;L                   ;RAGGED;BODY;RAGGED                                  ;DICIEMBRE RAGGED C2 2021;BODY                                    ;01/11/2024;05/12/2024;1;0;0;NULL;NULL;NULL;NULL
CONSIGNACION CAROLINA MACHADO;PF13120524                                        ;7706718498698;BODY TAMARA;NEGRO;1;L                   ;RAGGED;BODY;RAGGED                                  ;DICIEMBRE RAGGED C2 2021;BODY                                    ;14/07/2025;NULL;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF31112484                                        ;7706718498872;BLUSA BUCARES;BLANCO;100;S                   ;RAGSTYLE;CAMISA;RAGSTYLE                                ;PROMOCION RAGSTYLE OCTUBRE;CAMISA MANGA SISA                       ;07/02/2022;05/11/2021;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO ECOMMERCE;PF31112487                                        ;7706718499053;CAMISA KIEY;AMARILLO MOSTAZA;702;S                   ;RAGSTYLE;CAMISA;RAGSTYLE                                ;PROMO RAGSTYLE JULIO AGOSTO 2021;CAMISA MANGA CORTA                      ;30/12/2021;26/02/2022;1;0;0;30/12/2021;30/12/2021;30/12/2021;30/12/2021
CONSIGNACION CAROLINA MACHADO;PF31112487                                        ;7706718499008;CAMISA KIEY;BLANCO CRUDO;101;S                   ;RAGSTYLE;CAMISA;RAGSTYLE                                ;PROMO RAGSTYLE JULIO AGOSTO 2021;CAMISA MANGA CORTA                      ;20/08/2024;NULL;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120526                                        ;7706718499343;CROP TOP SPORTY;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;PRECIOS ESPECIALES;CAMISETA MANGA SISA                     ;19/07/2024;12/02/2024;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120526                                        ;7706718499336;CROP TOP SPORTY;BLANCO CRUDO;101;M                   ;RAGGED;CAMISETA;RAGGED                                  ;PRECIOS ESPECIALES;CAMISETA MANGA SISA                     ;04/04/2024;05/01/2023;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120526                                        ;7706718499329;CROP TOP SPORTY;BLANCO CRUDO;101;L                   ;RAGGED;CAMISETA;RAGGED                                  ;PRECIOS ESPECIALES;CAMISETA MANGA SISA                     ;22/08/2023;10/02/2023;1;0;0;NULL;NULL;NULL;NULL
VIVA CAUCASIA;PF13120526                                        ;7706718499343;CROP TOP SPORTY;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;PRECIOS ESPECIALES;CAMISETA MANGA SISA                     ;14/02/2023;18/02/2023;1;0;0;14/02/2023;14/02/2023;14/02/2023;14/02/2023
VIVA CAUCASIA;PF13120526                                        ;7706718606222;CROP TOP SPORTY;AMARILLO CLARO;740;S                   ;RAGGED;CAMISETA;RAGGED                                  ;PRECIOS ESPECIALES;CAMISETA MANGA SISA                     ;14/02/2023;18/02/2023;1;0;0;14/02/2023;14/02/2023;14/02/2023;14/02/2023
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120526                                        ;7706718606178;CROP TOP SPORTY;VERDE MENTA;331;M                   ;RAGGED;CAMISETA;RAGGED                                  ;PRECIOS ESPECIALES;CAMISETA MANGA SISA                     ;02/02/2024;26/01/2024;1;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO SEGUNDAS;PF13120520                                        ;7706718497172;CROP TOP AMATISTA;BLANCO CRUDO;101;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;JUNIO RAGGED C3 2025;TOPS                                    ;24/07/2025;NULL;1;0;0;24/07/2025;24/07/2025;24/07/2025;24/07/2025
PRODUCTO TERMINADO SEGUNDAS;PF13120520                                        ;7706718497165;CROP TOP AMATISTA;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;JUNIO RAGGED C3 2025;TOPS                                    ;24/07/2025;19/04/2022;1;0;0;4/04/2022;24/07/2025;4/04/2022;4/04/2022
VENTA DIRECTA;PF13120520                                        ;7706718497158;CROP TOP AMATISTA;BLANCO CRUDO;101;M                   ;RAGGED;CAMISETA;RAGGED                                  ;JUNIO RAGGED C3 2025;TOPS                                    ;23/07/2025;25/07/2025;1;0;0;14/12/2021;23/07/2025;14/12/2021;14/12/2021
PRODUCTO TERMINADO;PF13120520                                        ;7706718497172;CROP TOP AMATISTA;BLANCO CRUDO;101;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;JUNIO RAGGED C3 2025;TOPS                                    ;31/07/2025;18/06/2025;25;0;0;NULL;NULL;NULL;NULL
PRODUCTO TERMINADO ECOMMERCE;PF13120520                                        ;7706718497165;CROP TOP AMATISTA;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;JUNIO RAGGED C3 2025;TOPS                                    ;30/07/2025;26/07/2025;1;0;0;14/12/2021;30/07/2025;14/12/2021;14/12/2021
MAYORCA;PF13120520                                        ;7706718497134;CROP TOP AMATISTA;NEGRO;1;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;JUNIO RAGGED C3 2025;TOPS                                    ;18/06/2025;05/07/2025;1;0;0;14/12/2021;18/06/2025;14/12/2021;14/12/2021
JARDIN PLAZA;PF13120520                                        ;7706718497172;CROP TOP AMATISTA;BLANCO CRUDO;101;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;JUNIO RAGGED C3 2025;TOPS                                    ;18/06/2025;22/12/2021;1;0;0;14/12/2021;18/06/2025;14/12/2021;14/12/2021
FRANQUICIAS;PF13120520                                        ;7706718497165;CROP TOP AMATISTA;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;JUNIO RAGGED C3 2025;TOPS                                    ;18/06/2025;12/07/2025;1;0;0;14/12/2021;18/06/2025;14/12/2021;14/12/2021
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120520                                        ;7706718497080;CROP TOP AMATISTA;CALIDAD TIPO B;0;S                   ;RAGGED;CAMISETA;RAGGED                                  ;JUNIO RAGGED C3 2025;TOPS                                    ;18/06/2025;02/02/2022;1;0;0;NULL;NULL;NULL;NULL
TESORO;PF13120520                                        ;7706718497172;CROP TOP AMATISTA;BLANCO CRUDO;101;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;JUNIO RAGGED C3 2025;TOPS                                    ;18/06/2025;02/01/2022;1;0;0;14/12/2021;18/06/2025;14/12/2021;14/12/2021
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120520                                        ;7706718497172;CROP TOP AMATISTA;BLANCO CRUDO;101;XS                  ;RAGGED;CAMISETA;RAGGED                                  ;JUNIO RAGGED C3 2025;TOPS                                    ;17/06/2025;12/08/2024;21;0;0;NULL;NULL;NULL;NULL
TESORO;PF13120520                                        ;7706718497165;CROP TOP AMATISTA;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;JUNIO RAGGED C3 2025;TOPS                                    ;18/06/2025;30/07/2025;1;0;0;14/12/2021;18/06/2025;14/12/2021;14/12/2021
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120520                                        ;7706718497165;CROP TOP AMATISTA;BLANCO CRUDO;101;S                   ;RAGGED;CAMISETA;RAGGED                                  ;JUNIO RAGGED C3 2025;TOPS                                    ;17/06/2025;28/05/2024;34;0;0;NULL;NULL;NULL;NULL
TESORO;PF13120520                                        ;7706718497158;CROP TOP AMATISTA;BLANCO CRUDO;101;M                   ;RAGGED;CAMISETA;RAGGED                                  ;JUNIO RAGGED C3 2025;TOPS                                    ;18/06/2025;06/01/2022;2;0;0;14/12/2021;18/06/2025;14/12/2021;14/12/2021
PRODUCTO TERMINADO SEGUNDAS Y REMANENTES;PF13120520                                        ;7706718497158;CROP TOP AMATISTA;BLANCO CRUDO;101;M                   ;RAGGED;CAMISETA;RAGGED                                  ;JUNIO RAGGED C3 2025;TOPS                                    ;17/06/2025;28/08/2023;35;0;0;NULL;NULL;NULL;NULL
TESORO;PF13120520                                        ;7706718497141;CROP TOP AMATISTA;BLANCO CRUDO;101;L                   ;RAGGED;CAMISETA;RAGGED                                  ;JUNIO RAGGED C3 2025;TOPS                                    ;18/06/2025;02/06/2022;1;0;0;14/12/2021;18/06/2025;14/12/2021;14/12/2021
